State,2016,Party
Nevada,13.881353329579772,D
New Jersey,14.49833832854201,D
Hawaii,14.638303674916479,D
Utah,14.665197343618594,R
Virginia,14.7487228228585,D
Connecticut,15.237224423448136,D
Colorado,15.619451568356677,D
New York,15.882772509859864,D
Texas,16.045829412741462,R
California,16.070882981973725,D
Arizona,16.119664841646753,R
Wyoming,16.28875871124129,R
Georgia,16.520658221853914,R
District of Columbia,16.55753040224509,D
Illinois,16.58699924781016,D
Maryland,16.59670130525543,D
Washington,16.831263110754943,D
Florida,17.0858584544958,R
New Hampshire,17.089065894279507,D
Massachusetts,17.35553302659284,D
Rhode Island,17.377604850452343,D
Iowa,17.395011138307527,R
Oregon,17.451481103166497,D
Kansas,17.520665836258633,R
Idaho,17.543911613992478,R
North Carolina,17.588872656440223,R
South Carolina,17.6037401454501,R
Michigan,17.66106627860828,R
Maine,17.735921216177456,D
Montana,17.77449281272301,R
North Dakota,17.81953739835626,R
Alabama,17.839794266120585,R
Nebraska,17.85686693621076,R
Minnesota,18.086503675369265,D
New Mexico,18.09402494297479,D
Pennsylvania,18.099525607512827,R
Missouri,18.151832881928616,R
Tennessee,18.184799785324547,R
Arkansas,18.218034652839258,R
Vermont,18.281677399900925,D
Oklahoma,18.450586004290113,R
Louisiana,18.87105864206686,R
Ohio,19.1403785488959,R
Wisconsin,19.207192480588475,R
Kentucky,19.31234718826406,R
Delaware,19.811184083446012,D
Mississippi,20.00068707272665,R
South Dakota,20.52195991308806,R
Indiana,20.880225080385852,R
Alaska,21.685964722432637,R
West Virginia,22.377497088596254,R
